CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL.5000,PO2SM,IM,GM,AÑO
29,Tlaxcala,29014,Hueyotlipan,12705,9.86,7,1.17,0.69,53.43,8.02,100,77.99,-0.355,Medio,2005
29,Tlaxcala,29014,Hueyotlipan,12664,11.07,-,3.19,0.52,60.18,13.58,100,79.32,-0.403,Medio,2000
29,Tlaxcala,29030,Terrenate,12629,13.22,8.91,3.63,1.74,65.24,10.89,100,84.37,0.038,Alto,2005
29,Tlaxcala,29008,Cuapiaxtla,12601,9.81,6.25,1.36,1.48,60.9,3.76,38.79,83.49,-0.454,Medio,2005
29,Tlaxcala,29038,Tzompantepec,12571,4.96,9.82,2.35,5.96,48.46,6.89,36.58,63.61,-0.954,Bajo,2005
29,Tlaxcala,29004,Altzayanca,12563,12.36,-,2.68,6.49,-,-,-,-,-0.138,Medio,1995
29,Tlaxcala,29014,Hueyotlipan,12422,11.89,-,2.83,2.52,-,-,-,-,-0.62,Medio,1995
29,Tlaxcala,29007,El Carmen Tequexquitla,12412,19.64,-,4.53,5.21,70.11,13.91,6.82,69.22,-0.337,Medio,2000
29,Tlaxcala,29032,Tetlatlahuca,12410,2.94,2.73,1.58,2.4,41.97,4.5,100,54.01,-0.811,Bajo,2010
29,Tlaxcala,29002,Apetatitlón de Antonio Carvajal,12268,2.31,2.57,0.79,0.43,35.57,2.68,100,50.72,-1.243,Muy bajo,2005
29,Tlaxcala,29042,Xicohtzinco,12255,2.52,0.84,0.95,2.66,35.82,3.62,0,42.69,-1.498,Muy bajo,2010
29,Tlaxcala,29048,La Magdalena Tlaltelulco,12174,8.69,-,1.13,4.37,-,-,-,-,-0.543,Medio,1995
29,Tlaxcala,29029,Tepeyanco,12047,1.96,0.71,0.32,0.71,27.51,1.57,100,50.42,-0.969,Bajo,2015
29,Tlaxcala,29004,Altzayanca,11819,16.92,41.38,8.08,13.48,77.86,20.85,100,90.89,-0.041,Medio,1990
29,Tlaxcala,29007,El Carmen Tequexquitla,11817,24.42,-,6.82,9.82,-,-,-,-,-0.039,Medio,1995
29,Tlaxcala,29002,Apetatitlón De Antonio Carvajal,11795,3.62,-,1.23,1.01,43.69,3.91,45.1,51.59,-1.484,Muy bajo,2000
29,Tlaxcala,29027,Tenancingo,11763,9.83,1.48,0.67,0.73,43.07,6.9,1.08,52.93,-0.928,Bajo,2010
29,Tlaxcala,29026,Santa Cruz Tlaxcala,11688,6.65,-,0.75,2.98,-,-,-,-,-0.842,Bajo,1995
29,Tlaxcala,29032,Tetlatlahuca,11474,3.94,4.22,1.28,3.64,47.06,4.76,100,66.89,-0.828,Bajo,2005
29,Tlaxcala,29019,Tepetitla de Lardiz�bal,11235,7.24,24.19,5.34,12.86,70.56,19.22,44.57,75.39,-0.979,Bajo,1990
29,Tlaxcala,29030,Terrenate,11226,16.22,-,5.11,1.85,74.84,23.48,100,85.81,0.121,Alto,2000
29,Tlaxcala,29001,Amaxac de Guerrero,11144,1.69,1.57,0.15,0.67,33.96,1.45,7.71,51.27,-1.253,Muy bajo,2015
29,Tlaxcala,29014,Hueyotlipan,11051,13.44,32.24,5.03,4.65,74.4,14.94,100,82.75,-0.458,Medio,1990
29,Tlaxcala,29029,Tepeyanco,11048,2.98,1.4,1,3.27,42.16,5.56,100,51.86,-0.853,Bajo,2010
29,Tlaxcala,29008,Cuapiaxtla,10964,12.47,-,2.92,0.88,66.89,11.75,39.91,84.92,-0.44,Medio,2000
29,Tlaxcala,29050,San Francisco Tetlanohcan,10910,5.21,1.38,0.28,0.83,38.09,3.87,0.22,59.97,-0.904,Bajo,2015
29,Tlaxcala,29017,Mazatecochco de José María Morelos,10901,5.89,0.63,0.44,0.29,43.26,7.33,0.71,67.78,-0.626,Bajo,2015
29,Tlaxcala,29002,Apetatitlón De Antonio Carvajal,10894,3.81,-,0.97,2.02,-,-,-,-,-1.429,Muy bajo,1995
29,Tlaxcala,29032,Tetlatlahuca,10803,4.32,-,1.28,3.86,54.68,4.36,18.45,68.03,-1.201,Bajo,2000
29,Tlaxcala,29042,Xicohtzinco,10732,3.26,1.29,0.57,4.87,37.13,7.43,0,53.92,-1.461,Muy bajo,2005
29,Tlaxcala,29027,Tenancingo,10632,12.51,3.68,0.76,1.33,49.04,9.73,0.69,54.14,-0.951,Bajo,2005
29,Tlaxcala,29026,Santa Cruz Tlaxcala,10522,9.89,45.56,5.52,8,71.31,11.88,36.65,75.1,-0.896,Bajo,1990
29,Tlaxcala,29030,Terrenate,10505,18.28,-,4.93,5.68,-,-,-,-,-0.156,Medio,1995
29,Tlaxcala,29038,Tzompantepec,10406,13.04,57.59,8.4,13.03,73.94,15.39,100,81.87,-0.311,Medio,1990
29,Tlaxcala,29040,Xaltocan,10263,3.83,4.31,0.63,1.28,36.03,2.15,100,65.21,-0.465,Medio,2015
29,Tlaxcala,29032,Tetlatlahuca,10230,4.38,-,1.78,3.82,-,-,-,-,-0.871,Bajo,1995
29,Tlaxcala,29042,Xicohtzinco,10226,4.18,-,1.48,7.66,45.19,5.58,0,54.84,-1.517,Muy bajo,2000
29,Tlaxcala,29027,Tenancingo,10142,13.15,-,1.79,1.49,52.4,9.73,0.39,55.06,-1.126,Bajo,2000
29,Tlaxcala,29008,Cuapiaxtla,10089,12.4,-,2.21,1.87,-,-,-,-,-0.528,Medio,1995
29,Tlaxcala,29050,San Francisco Tetlanohcan,10029,9.89,8.67,1,0.13,58.68,12.25,0.12,65.13,-0.825,Bajo,2005
29,Tlaxcala,29050,San Francisco Tetlanohcan,9880,6.41,3.48,1,0.2,48.84,6.85,0.22,61.73,-0.928,Bajo,2010
29,Tlaxcala,29001,Amaxac de Guerrero,9875,2.69,2,0.97,0.4,40.83,1.99,7.71,50.74,-1.358,Muy bajo,2010
29,Tlaxcala,29040,Xaltocan,9777,5.42,7.74,1.65,0.45,44.69,5.23,100,59.31,-0.534,Medio,2010
29,Tlaxcala,29020,Sanct�rum de Lázaro córdenas,9754,15.55,9.46,4.78,1.66,69.81,24.48,100,79.54,-0.652,Bajo,1990
29,Tlaxcala,29007,El Carmen Tequexquitla,9749,26,50.9,13.96,15.31,80.32,26.14,5.77,72.8,-0.298,Medio,1990
29,Tlaxcala,29027,Tenancingo,9749,17.97,25.1,4.61,6.75,71.47,12.23,0,62.52,-1.072,Bajo,1990
29,Tlaxcala,29017,Mazatecochco de José María Morelos,9740,7.54,0.69,0.32,0.3,50.17,9.67,0.71,54.1,-0.932,Bajo,2010
29,Tlaxcala,29027,Tenancingo,9597,14.51,-,1.68,2.92,-,-,-,-,-0.993,Bajo,1995
29,Tlaxcala,29020,Sanct�rum de Lázaro córdenas,9490,5.05,0.26,0.36,2.14,37.61,2.45,100,57.87,-0.536,Bajo,2015
29,Tlaxcala,29042,Xicohtzinco,9485,3.14,-,1.66,10.42,-,-,-,-,-1.092,Bajo,1995
29,Tlaxcala,29038,Tzompantepec,9294,6.38,-,2.21,6.76,54.57,6.52,38.32,64.7,-1.008,Bajo,2000
29,Tlaxcala,29029,Tepeyanco,9176,4.18,2.18,0.94,3.14,43.12,8.14,100,60.65,-0.917,Bajo,2005
29,Tlaxcala,29050,San Francisco Tetlanohcan,9081,12.39,-,1.4,0.79,64.8,15.64,0.2,66.24,-0.86,Bajo,2000
29,Tlaxcala,29029,Tepeyanco,9006,4.87,-,1.69,4.13,59.27,7.17,100,61.69,-0.929,Bajo,2000
29,Tlaxcala,29002,Apetatitlón de Antonio Carvajal,8990,5.1,20.23,3.43,4.51,55.43,6.5,41.19,64.62,-1.539,Bajo,1990
29,Tlaxcala,29037,Ziltlalt�pec de Trinidad Sánchez Santos,8955,11.06,1.58,0.2,4.55,51.92,3.67,23.64,73.91,-0.062,Medio,2015
29,Tlaxcala,29058,Santa Catarina Ayometla,8817,6.14,0.59,0.36,0.08,30.27,2,0,59.32,-1.03,Bajo,2015
29,Tlaxcala,29040,Xaltocan,8777,13.3,53.81,7.35,8.37,69.18,26.81,100,84.17,-0.293,Medio,1990
29,Tlaxcala,29029,Tepeyanco,8672,6.39,-,1.78,3.59,-,-,-,-,-0.706,Medio,1995
29,Tlaxcala,29012,Espa�ita,8668,5.53,1.53,0.75,1.56,44.51,3.98,100,66.01,-0.216,Medio,2015
29,Tlaxcala,29008,Cuapiaxtla,8592,16.96,28.03,6.35,4,72.58,15.88,39.48,86.9,-0.563,Bajo,1990
29,Tlaxcala,29017,Mazatecochco de José María Morelos,8573,10.26,4.1,2.3,0.13,54.51,16.34,1.89,71.37,-0.757,Bajo,2005
29,Tlaxcala,29042,Xicohtzinco,8563,6.1,20.18,6.54,22.2,63.84,15.14,0,71.95,-1.288,Bajo,1990
29,Tlaxcala,29040,Xaltocan,8474,8.45,14.02,1.95,0.55,42.79,8.18,100,79.05,-0.481,Medio,2005
29,Tlaxcala,29020,Sanct�rum de Lázaro córdenas,8474,7.29,1.95,0.85,1.4,50.35,5.86,100,55.39,-0.536,Medio,2010
29,Tlaxcala,29050,San Francisco Tetlanohcan,8422,13.11,-,0.57,1.6,-,-,-,-,-0.432,Medio,1995
29,Tlaxcala,29012,Espa�ita,8399,7.83,4.58,1.61,1.22,51.26,7.68,100,74.05,-0.179,Medio,2010
29,Tlaxcala,29017,Mazatecochco De José María Morelos,8357,12.66,-,2.68,0.28,65.05,17.61,1.17,72.59,-0.795,Bajo,2000
29,Tlaxcala,29037,Zitlaltepec de Trinidad Sánchez Santos,8229,14.27,8,1.5,14.53,66.16,13.91,23.27,84.6,-0.079,Medio,2005
29,Tlaxcala,29037,Ziltlalt�pec de Trinidad Sánchez Santos,8224,13.39,4.12,1.74,12.09,58.19,4.74,23.64,78.16,-0.087,Medio,2010
29,Tlaxcala,29037,Zitlaltepec De Trinidad Sánchez Santos,8095,17.8,-,4.03,4.62,-,-,-,-,-0.31,Medio,1995
29,Tlaxcala,29012,Espa�ita,8019,9.86,9.49,1.52,1.04,58.37,13.88,100,85.18,-0.096,Medio,2005
29,Tlaxcala,29058,Santa Catarina Ayometla,7992,7.28,2.86,1.57,0.43,43.08,5.91,0,60.22,-0.967,Bajo,2010
29,Tlaxcala,29037,Zitlaltepec De Trinidad Sánchez Santos,7959,16.65,-,3.61,8.6,68.63,22.35,21.25,86.05,-0.192,Medio,2000
29,Tlaxcala,29001,Amaxac de Guerrero,7878,2.62,2.91,0.25,0.62,43.37,2.14,7.16,56,-1.428,Muy bajo,2005
29,Tlaxcala,29037,Zitlaltepec de Trinidad Sánchez Santos,7847,21.97,36.43,7.93,19.37,77.59,27.09,18.2,84.99,-0.289,Medio,1990
29,Tlaxcala,29056,Santa Ana Nopalucan,7773,3.77,1.51,0.72,3.12,37.24,3,0.13,52.42,-1.043,Bajo,2015
29,Tlaxcala,29001,Amaxac De Guerrero,7679,3.89,-,1.53,1.1,52.86,3.16,7.45,56.96,-1.435,Muy bajo,2000
29,Tlaxcala,29020,Sanct�rum de Lázaro córdenas,7553,9.34,3.28,1.29,4.2,55.95,10.05,100,72.93,-0.403,Medio,2005
29,Tlaxcala,29038,Tzompantepec,7551,7.87,-,2.69,8.24,-,-,-,-,-0.409,Medio,1995
29,Tlaxcala,29053,San Juan Huactzinco,7511,2.97,1.91,0.95,2.29,33.74,2.49,1.97,50.28,-1.139,Muy bajo,2015
29,Tlaxcala,29040,Xaltocan,7418,8.69,-,4.08,0.79,59.96,18.82,100,80.41,-0.3,Medio,2000
29,Tlaxcala,29017,Mazatecochco De José María Morelos,7407,13.09,-,2.13,1.24,-,-,-,-,-0.671,Medio,1995
29,Tlaxcala,29058,Santa Catarina Ayometla,7306,8.13,3.2,1.05,0.51,46.74,8.58,0,58.71,-1.103,Bajo,2005
29,Tlaxcala,29012,Espa�ita,7215,10.55,-,2.89,2.03,62.7,31.53,100,86.63,-0.102,Alto,2000
29,Tlaxcala,29059,Santa Cruz Quilehtla,7169,3.79,0.31,0.29,0.52,33.73,1.68,100,69.37,-0.575,Bajo,2015
29,Tlaxcala,29001,Amaxac De Guerrero,7120,4.44,-,1.47,2.83,-,-,-,-,-1.043,Bajo,1995
29,Tlaxcala,29016,Ixtenco,7080,5.09,0.54,0.96,0.98,39.01,2.89,0.73,60.85,-0.828,Bajo,2015
29,Tlaxcala,29058,Santa Catarina Ayometla,6998,11.07,-,2.02,2.52,-,-,-,-,-0.912,Bajo,1995
29,Tlaxcala,29058,Santa Catarina Ayometla,6997,10.15,-,1.45,0.25,54.93,7.06,0,59.72,-1.176,Bajo,2000
29,Tlaxcala,29022,Acuamanala de Miguel Hidalgo,6989,10.24,45.58,6.2,3.26,74.64,14.56,100,75.37,-0.599,Bajo,1990
29,Tlaxcala,29020,Sanct�rum De Lázaro córdenas,6937,10.66,-,1.34,2.72,60.96,15.91,100,74.18,-0.532,Medio,2000
29,Tlaxcala,29040,Xaltocan,6911,11.1,-,4.59,6.97,-,-,-,-,-0.185,Medio,1995
29,Tlaxcala,29012,Espa�ita,6859,13.7,-,3.11,7.19,-,-,-,-,-0.228,Medio,1995
29,Tlaxcala,29056,Santa Ana Nopalucan,6857,4.78,3.41,1.87,5.85,45.61,7.01,0.13,52.41,-1.063,Bajo,2010
29,Tlaxcala,29053,San Juan Huactzinco,6821,4,2.54,2.43,6.61,48.31,4.41,1.96,48.91,-1.111,Bajo,2010
29,Tlaxcala,29016,Ixtenco,6791,7.86,0.52,0.46,1.19,46.53,4.9,0.74,63.47,-0.916,Bajo,2010
29,Tlaxcala,29020,Sanct�rum De Lázaro córdenas,6690,11.95,-,3.15,4.5,-,-,-,-,-0.646,Medio,1995
29,Tlaxcala,29003,Atlangatepec,6597,6.89,8.54,0.97,1.29,36.67,1.64,100,62.38,-0.279,Medio,2015
29,Tlaxcala,29053,San Juan Huactzinco,6577,5.57,2.82,1.4,12.61,51.11,7.8,1.22,56.92,-1.131,Bajo,2005
29,Tlaxcala,29017,Mazatecochco de José María Morelos,6320,18.59,26.45,7.91,2.59,78.27,25.09,0,70.98,-0.816,Bajo,1990
29,Tlaxcala,29059,Santa Cruz Quilehtla,6296,4.74,1.63,1.13,0.24,47.99,5.08,100,62.37,-0.597,Medio,2010
29,Tlaxcala,29012,Espa�ita,6293,13.1,34.44,8.54,10.57,68.26,37.09,100,87.85,-0.198,Medio,1990
29,Tlaxcala,29016,Ixtenco,6279,8.32,4.97,0.8,0.72,50.11,6.74,0.53,76.38,-0.892,Bajo,2005
29,Tlaxcala,29001,Amaxac de Guerrero,6192,6.31,34.05,6.73,5.61,67.39,10.73,17.59,70.79,-1.228,Bajo,1990
29,Tlaxcala,29056,Santa Ana Nopalucan,6074,6.83,1.65,0.51,7.16,53.36,7.37,0.12,54.84,-1.157,Bajo,2005
29,Tlaxcala,29045,Benito Juárez,6038,5.56,0.6,0.26,0.1,40.13,0.84,0.23,46.42,-1.045,Bajo,2015
29,Tlaxcala,29003,Atlangatepec,6018,8.96,8.79,2.58,0.67,48.33,4.98,100,68.33,-0.217,Medio,2010
29,Tlaxcala,29022,Acuamanala de Miguel Hidalgo,5925,3.6,0.61,0.25,0.05,33.98,1.23,100,65.09,-0.655,Bajo,2015
29,Tlaxcala,29052,San José Teacalco,5923,7.44,2.6,0.68,0.44,39.83,1.22,4.93,59.61,-0.733,Bajo,2015
29,Tlaxcala,29056,Santa Ana Nopalucan,5851,6.89,-,0.86,4.05,57.14,13.06,1.69,55.78,-1.257,Bajo,2000
29,Tlaxcala,29035,Tocatlón,5843,3.27,0.67,0.53,0.09,33.53,1.52,0.44,49.42,-1.207,Muy bajo,2015
29,Tlaxcala,29016,Ixtenco,5840,10.64,-,2.77,0.69,54.45,13.25,0.5,77.69,-0.916,Bajo,2000
29,Tlaxcala,29022,Acuamanala de Miguel Hidalgo,5711,4.36,1.08,0.25,0,49.96,2.64,100,63.52,-0.662,Medio,2010
29,Tlaxcala,29016,Ixtenco,5696,13.34,-,2.63,0.7,-,-,-,-,-0.807,Bajo,1995
29,Tlaxcala,29045,Benito Juárez,5687,7.5,0.25,0.46,0,50.19,2.01,0.23,48.43,-1.095,Bajo,2010
29,Tlaxcala,29052,San José Teacalco,5660,9.06,10.71,1.7,0.04,55.98,2.58,4.93,65.84,-0.569,Medio,2010
29,Tlaxcala,29054,San Lorenzo Axocomanitla,5618,2.16,0.11,0.57,0.18,30.71,0.66,0.75,54.69,-1.266,Muy bajo,2015
29,Tlaxcala,29035,Tocatlón,5589,4.66,2.76,1.39,0,44.57,1.84,0.45,56.36,-1.141,Bajo,2010
29,Tlaxcala,29049,San Dami�n Tex�loc,5569,1.9,0.59,0.29,0.61,25.86,1.68,0.61,42.01,-1.449,Muy bajo,2015
29,Tlaxcala,29053,San Juan Huactzinco,5547,6.44,-,1.46,17.04,61.75,10.56,0.61,57.89,-1.165,Bajo,2000
29,Tlaxcala,29053,San Juan Huactzinco,5510,8.03,-,1.27,8.48,-,-,-,-,-0.928,Bajo,1995
29,Tlaxcala,29003,Atlangatepec,5487,11.3,14.79,1.83,0.91,55.74,9.1,100,76.11,-0.203,Medio,2005
29,Tlaxcala,29003,Atlangatepec,5449,12.85,-,3.24,2.91,64.96,14.07,100,77.41,-0.22,Medio,2000
29,Tlaxcala,29059,Santa Cruz Quilehtla,5379,6.72,2.8,0.08,0.11,53.69,7.79,100,74.23,-0.595,Medio,2005
29,Tlaxcala,29016,Ixtenco,5356,15.86,23.12,3.94,2.84,65.19,14.82,0,86.74,-0.95,Bajo,1990
29,Tlaxcala,29056,Santa Ana Nopalucan,5302,6.6,-,1.08,15.8,-,-,-,-,-0.707,Medio,1995
29,Tlaxcala,29009,Cuaxomulco,5272,3.23,3.06,0.82,0.84,31.82,1.14,100,56.1,-0.714,Bajo,2015
29,Tlaxcala,29045,Benito Juárez,5157,10.08,1.65,0.34,0,55.89,5.05,0.1,68.05,-0.902,Bajo,2005
29,Tlaxcala,29052,San José Teacalco,5118,8.35,13.69,0.3,0,62.37,4.44,100,79.13,-0.255,Medio,2005
29,Tlaxcala,29022,Acuamanala de Miguel Hidalgo,5081,5.21,4.9,1.14,0,52.6,4.15,100,68.34,-0.7,Bajo,2005
29,Tlaxcala,29009,Cuaxomulco,5066,4.65,6.1,1.74,0.38,45.63,2.88,100,61.7,-0.632,Medio,2010
29,Tlaxcala,29049,San Dami�n Tex�loc,5064,3.32,1.82,0.91,0.61,33.03,2.81,0.61,47.21,-1.373,Muy bajo,2010
29,Tlaxcala,29054,San Lorenzo Axocomanitla,5045,3.07,0.82,0.54,0.44,39.49,0.79,0.75,54.37,-1.346,Muy bajo,2010
29,Tlaxcala,29035,Tocatlón,5033,6.51,4.91,1.24,0,57.1,3.39,0.44,76.36,-0.908,Bajo,2005
29,Tlaxcala,29060,Santa Isabel Xiloxoxtla,4992,2.75,1.41,0.8,1.2,34,3.22,100,64.61,-0.588,Bajo,2015
29,Tlaxcala,29059,Santa Cruz Quilehtla,4883,7.86,-,2.62,0.77,59.73,8.61,100,75.5,-0.634,Medio,2000
29,Tlaxcala,29054,San Lorenzo Axocomanitla,4817,4.01,1.77,1.59,0.31,47.53,5.48,100,51.68,-0.983,Bajo,2005
29,Tlaxcala,29035,Tocatlón,4735,7.19,-,0.91,1.98,64.63,7.36,100,77.67,-0.586,Medio,2000
29,Tlaxcala,29045,Benito Juárez,4729,11.12,-,1.51,0.02,61.6,8.9,100,69.21,-0.627,Medio,2000
29,Tlaxcala,29011,Mu�oz de Domingo Arenas,4679,3.94,1.33,0.58,2.65,31.76,0.71,100,56.52,-0.686,Bajo,2015
29,Tlaxcala,29003,Atlangatepec,4666,13.22,-,3.65,5.11,-,-,-,-,-0.466,Medio,1995
29,Tlaxcala,29052,San José Teacalco,4600,11.91,-,1.92,2.75,-,-,-,-,-0.451,Medio,1995
29,Tlaxcala,29052,San José Teacalco,4587,13.14,-,1.77,0.64,72.68,8.63,100,80.48,-0.168,Medio,2000
29,Tlaxcala,29059,Santa Cruz Quilehtla,4573,8.47,-,2.32,2.34,-,-,-,-,-0.649,Medio,1995
29,Tlaxcala,29046,Emiliano Zapata,4561,7.71,2,0.55,0.68,51.77,2.24,100,77.85,0.032,Medio,2015
29,Tlaxcala,29057,Santa Apolonia Teacalco,4559,3.01,1.1,0.9,1.85,30.36,2.83,100,54.57,-0.748,Bajo,2015
29,Tlaxcala,29049,San Dami�n Tex�loc,4480,4.45,2.44,0.36,0.72,40.14,6.07,100,51.56,-1.039,Bajo,2005
29,Tlaxcala,29060,Santa Isabel Xiloxoxtla,4436,4.56,2.66,2.24,5.07,49.33,4.74,100,57.5,-0.598,Medio,2010
29,Tlaxcala,29045,Benito Juárez,4432,14.55,-,1.99,0.61,-,-,-,-,-0.864,Bajo,1995
29,Tlaxcala,29054,San Lorenzo Axocomanitla,4368,4.72,-,0.7,0.79,56.63,4.56,100,52.57,-1.085,Bajo,2000
29,Tlaxcala,29049,San Dami�n Tex�loc,4360,5.02,-,0.3,1.16,45.43,4.53,100,52.45,-1.168,Bajo,2000
29,Tlaxcala,29022,Acuamanala De Miguel Hidalgo,4357,5.8,-,1.13,0.14,63.6,3.96,100,69.51,-0.777,Bajo,2000
29,Tlaxcala,29057,Santa Apolonia Teacalco,4349,4.4,2.98,1.07,0.72,39.04,3.98,100,63.97,-0.716,Bajo,2010
29,Tlaxcala,29009,Cuaxomulco,4340,5.07,12.9,1.07,0.7,50.93,6.22,100,77.17,-0.557,Medio,2005
29,Tlaxcala,29011,Mu�oz de Domingo Arenas,4285,4.88,1.56,2.94,2.24,44.03,1.91,100,62.3,-0.619,Medio,2010
29,Tlaxcala,29054,San Lorenzo Axocomanitla,4264,6.12,-,0.56,1.5,-,-,-,-,-1.217,Bajo,1995
29,Tlaxcala,29003,Atlangatepec,4255,17.92,54.6,10.62,7.21,69.65,15.87,100,85.41,-0.151,Medio,1990
29,Tlaxcala,29009,Cuaxomulco,4255,6.8,-,2.34,18.96,59.41,8.66,100,78.49,-0.464,Medio,2000
29,Tlaxcala,29022,Acuamanala De Miguel Hidalgo,4254,9.05,-,1.74,0.82,-,-,-,-,-0.821,Bajo,1995
29,Tlaxcala,29035,Tocatlón,4213,5.68,-,0.45,1.31,-,-,-,-,-0.583,Medio,1995
29,Tlaxcala,29046,Emiliano Zapata,4146,9.59,1.89,0.39,0.56,62.11,3.07,100,82.44,-0.023,Medio,2010
29,Tlaxcala,29060,Santa Isabel Xiloxoxtla,4118,5.8,6.17,1.2,9.64,56.4,13.25,100,66.08,-0.525,Medio,2005
29,Tlaxcala,29049,San Dami�n Tex�loc,4102,6.45,-,1.1,3.53,-,-,-,-,-0.93,Bajo,1995
29,Tlaxcala,29011,Mu�oz De Domingo Arenas,4080,8.24,-,3,2.15,57.68,6.11,100,78.13,-0.611,Medio,2000
29,Tlaxcala,29011,Mu�oz de Domingo Arenas,4010,6.46,4.78,1.21,1.95,48.72,3.49,100,76.81,-0.602,Medio,2005
29,Tlaxcala,29009,Cuaxomulco,3887,6.31,-,1.9,2.68,-,-,-,-,-0.53,Medio,1995
29,Tlaxcala,29057,Santa Apolonia Teacalco,3860,6.51,6.31,2.22,0.99,49.81,14.35,100,63.6,-0.624,Medio,2005
29,Tlaxcala,29046,Emiliano Zapata,3791,13.08,6.08,0.88,2.27,68.05,6.58,100,94.12,0.059,Alto,2005
29,Tlaxcala,29011,Mu�oz De Domingo Arenas,3781,8.65,-,3.51,3.37,-,-,-,-,-0.745,Medio,1995
29,Tlaxcala,29051,San Jer�nimo Zacualpan,3767,2.33,0.35,0.93,1.6,25.03,2,100,42.31,-1.029,Bajo,2015
29,Tlaxcala,29035,Tocatlón,3729,7.56,46.04,4.67,3.27,77.36,11.75,100,83.47,-0.768,Bajo,1990
29,Tlaxcala,29057,Santa Apolonia Teacalco,3707,7.92,-,0.73,6.23,-,-,-,-,-0.812,Bajo,1995
29,Tlaxcala,29057,Santa Apolonia Teacalco,3676,7.33,-,2.86,2.4,57.82,9.87,100,64.68,-0.779,Bajo,2000
29,Tlaxcala,29051,San Jer�nimo Zacualpan,3581,4.63,3.01,2.06,4.86,31.72,3.85,100,50.85,-0.929,Bajo,2010
29,Tlaxcala,29046,Emiliano Zapata,3391,16.52,-,1.98,2.96,79.64,27.72,100,95.73,0.303,Alto,2000
29,Tlaxcala,29009,Cuaxomulco,3365,9.42,54.65,6.24,5.81,73.36,16.36,100,83.82,-0.45,Medio,1990
29,Tlaxcala,29051,San Jer�nimo Zacualpan,3234,7.47,-,1.43,10.73,49.47,12.01,100,58.01,-0.902,Bajo,2000
29,Tlaxcala,29051,San Jer�nimo Zacualpan,3196,6.59,-,2.54,12.8,-,-,-,-,-0.737,Medio,1995
29,Tlaxcala,29060,Santa Isabel Xiloxoxtla,3184,7.1,-,2.37,14.72,63.75,15.55,100,67.22,-0.575,Medio,2000
29,Tlaxcala,29060,Santa Isabel Xiloxoxtla,3171,10.91,-,1.83,8.63,-,-,-,-,-0.552,Medio,1995
29,Tlaxcala,29055,San Lucas Tecopilco,3131,4.58,2.08,1.31,0.96,28.84,5.83,100,53.94,-0.615,Bajo,2015
29,Tlaxcala,29047,Lázaro córdenas,3103,5.46,2.48,0.61,0.29,41.73,1,100,66.04,-0.383,Medio,2015
29,Tlaxcala,29051,San Jer�nimo Zacualpan,3066,5.72,5.4,1.51,3.28,38.18,6.75,100,57.03,-0.938,Bajo,2005
29,Tlaxcala,29046,Emiliano Zapata,3059,17.89,-,2.4,4.68,-,-,-,-,0.06,Medio,1995
29,Tlaxcala,29011,Mu�oz de Domingo Arenas,3051,13.54,27.96,7.08,3.77,70.55,11.51,100,82.85,-0.586,Bajo,1990
29,Tlaxcala,29055,San Lucas Tecopilco,2939,10.4,-,3.4,2.15,55.48,11.57,100,80.22,-0.494,Medio,2000
29,Tlaxcala,29055,San Lucas Tecopilco,2833,7.66,4.56,1.31,1.06,36.64,3.33,100,65.49,-0.6,Medio,2010
29,Tlaxcala,29055,San Lucas Tecopilco,2820,13.33,-,3.48,3.55,-,-,-,-,-0.614,Medio,1995
29,Tlaxcala,29047,Lázaro córdenas,2769,6.93,3.43,0.51,0.04,54.19,1.34,100,76.51,-0.321,Medio,2010
29,Tlaxcala,29055,San Lucas Tecopilco,2623,12.58,6.81,1.34,0.46,51.3,7.78,100,78.87,-0.376,Medio,2005
29,Tlaxcala,29047,Lázaro córdenas,2548,7.88,3.45,0.47,0,60.77,3.99,100,87.57,-0.309,Medio,2005
29,Tlaxcala,29047,Lázaro córdenas,2347,10.58,-,3.16,0.79,70.07,6.04,100,89.07,-0.284,Medio,2000
29,Tlaxcala,29047,Lázaro córdenas,2142,10.45,-,0.28,4.16,-,-,-,-,-0.447,Medio,1995
30,Veracruz de Ignacio de la Llave,30193,Veracruz,609964,2.61,0.07,0.17,1.36,23.94,1.95,11.69,29.79,-1.51,Muy bajo,2015
30,Veracruz de Ignacio de la Llave,30193,Veracruz,552156,3.22,0.31,0.37,2.85,29.95,3.88,11.69,27.08,-1.642,Muy bajo,2010
30,Veracruz de Ignacio de la Llave,30193,Veracruz,512310,3.93,0.55,0.41,7.1,33.24,5.04,7.2,37.7,-1.612,Muy bajo,2005
30,Veracruz de Ignacio de la Llave,30087,Xalapa,480841,3.34,0.15,0.31,0.81,24.11,1.74,2.8,32.16,-1.505,Muy bajo,2015
30,Veracruz de Ignacio de la Llave,30087,Xalapa,457928,3.95,0.26,0.52,0.61,28.83,2.7,2.8,33.02,-1.646,Muy bajo,2010
30,Veracruz de Ignacio de la Llave,30193,Veracruz,457377,4.51,-,1.33,7.52,36.92,7.61,7,44.64,-1.65,Muy bajo,2000
30,Veracruz de Ignacio de la Llave,30193,Veracruz,425140,5.04,-,3.65,12.55,-,-,-,-,-1.621,Muy bajo,1995
